X,Y
42.42640687119285,0.0
42.40892211208269,0.7030367035616034
42.35653981466529,1.4041436850057598
42.26947515484488,2.1014047563707297
42.14808422805753,2.792930598039918
41.99286030484911,3.476871698048219
41.804428691365665,4.151430711493209
41.58354029357845,4.814874069421836
41.33106400698563,5.465542684882849
41.04797807279915,6.10186162541659
40.73536055677068,6.7223486453214685
40.39437911754005,7.325621496754604
40.026280237586256,7.91040396523544
39.63237809158139,8.475530601587053
39.21404322440585,9.019950147984659
38.77269120463488,9.542727679883154
38.30977140941746,10.04304550757089
37.82675608389046,10.520202900474391
37.325129803207055,10.9736147137792
36.80637944853434,11.402809010229197
36.27198479061251,11.807423780042127
35.72340975625736,12.187202868770598
35.162094435070074,12.541991226784981
34.589447866070316,12.871729595081376
34.00684162738945,13.176448740611244
33.41560423687218,13.45626335062322
32.81701635767337,13.711365689960074
32.21230679086284,13.942019118234013
31.60264922675019,14.148551555673395
30.989159718134214,14.33134897753874
30.372894831933383,14.49084900766301
29.754850430582664,14.627534672164034
29.13596103107175,14.741928364950953
28.517099687408013,14.83458606750683
27.89907834145402,14.906091856740657
27.282648587348064,14.957052726590815
26.668502795894756,14.988093741618123
26.05727554724792,14.999853534108295
25.449545322740452,14.992980150240555
24.845836409700365,14.968127245675896
24.246620976396695,14.925950626461857
23.652321277766045,14.867105127409374
23.06331195617891,14.792241817030078
22.47992240512883,14.70200551567852
21.902439167295412,14.597032611667405
21.33110834188797,14.477949158756402
20.76613797947506,14.345369237496813
20.20770044561424,14.19989356238701
19.65593473749301,14.04210831660083
19.1109487404619,13.872584196139847
18.572821413777753,13.691875645582387
18.04160489707738,13.500520268111108
17.517326531074765,13.299038393158737
16.99999078772445,13.087932785780673
16.489581106632237,12.867688482713701
15.986061635832737,12.638772740984823
15.48937887620694,12.401635085870021
14.999463229795456,12.156707445951069
14.516230453090127,11.904404363963067
14.039583017072719,11.64512327305351
13.569411376329349,11.37924482897548
13.105595150016702,11.107133289604986
12.648004217804676,10.829136933999973
12.196499734181575,10.545588514001912
11.750935064694643,10.256805732117735
11.311156647820065,9.963091740108705
10.877004786223354,9.66473565335335
10.448314371190596,9.362013076644152
10.024915543992277,9.05518663762341
9.606634297890485,8.744506524564216
9.193293024423493,8.43021102565941
8.784711007504539,8.112527067397382
8.380704868758606,7.79167074998046
7.981088967396078,7.467847878082325
7.585675757789159,7.141254485547532
7.194276107778422,6.812077352911494
6.806699580595731,6.480494516865607
6.422754683147932,6.14667577101188
6.04224908326505,5.810783157446767
5.664989798378668,5.472971448887206
5.290783357961951,5.1333886212048485
4.919435941933386,4.792176316369523
4.550753497102486,4.449470295921392
4.1845418336181215,4.105400885195115
3.820606703269241,3.7600934086099107
3.458753861383809,3.413668616418136
3.0987891139752826,3.066243103373298
2.7405183516967715,2.7179297198372336
2.383747572081534,2.368837975896727
2.0282828914745763,2.019074439102932
1.673930547993919,1.668743126483509
1.3204968968015964,1.3179458915080227
0.967788398913564,0.9667828067125988
0.6156116047344848,0.6153525427105564
0.26377313346770087,0.2637527443322353
-0.0879203504773821,-0.08791959535015878
-0.4396621629788372,-0.4395677623478244
-0.7916456265081331,-0.7910949496602815
-1.144064096165376,-1.1424038849869673
-1.4971109843591237,-1.4933964574735072
-1.8509797830365193,-1.8439733427244975
-2.2058640823527704,-2.194033625322052
-2.5619575846446403,-2.543474418100126
-2.9194541125407647,-2.892190477439135
-3.2785476100021675,-3.240073813863966
-3.639432135039307,-3.5870132972514743
-4.002301842797315,-3.9328942559815716
-4.3673509576386955,-4.277598069399463
-4.734773732782758,-4.6210017529963645
-5.10476439598332,-4.962977535762699
-5.477517079640904,-5.30339242922236
-5.85322573365277,-5.64210778772002
-6.232084019203878,-5.9789788596068245
-6.614285181594463,-6.31385432905435
-7.000021900085518,-6.646575848323643
-7.389486112622822,-6.976977560427174
-7.782868813173372,-7.304885612248053
-8.180359819276202,-7.630117658324572
-8.58214750727328,-7.952482355671133
-8.988418512546689,-8.271778850190607
-9.399357391946781,-8.587796255440411
-9.815146245454311,-8.900313124747353
-10.235964293979398,-9.209096917926693
-10.661987410064214,-9.513903464151674
-11.093387598126554,-9.814476422842874
-11.530332420762665,-10.110546744805617
-11.972984367521214,-10.401832136239273
-12.421500162473533,-10.68803652867904
-12.87603000683996,-10.968849558408731
-13.336716752897026,-11.243946059406468
-13.803695005389297,-11.512985574453728
-14.277090146712062,-11.775611889654979
-14.75701728222405,-12.031452598279714
-15.243580102201738,-12.280118700551432
-15.73686965717008,-12.521204246768892
-16.23696304364737,-12.754286031950349
-16.743921997739072,-12.978923351039995
-17.25779139451662,-13.194657824600828
-17.77859765173926,-13.401013305834725
-18.30634703723075,-13.597495880707756
-18.841023880126542,-13.783593973907443
-19.382588687272463,-13.958778574302539
-19.930976167300837,-14.12250359449908
-20.486093166346034,-14.274206379966964
-21.047816521004723,-14.41330838402498
-21.615990836005526,-14.539216025689699
-22.190426196139956,-14.651321747981674
-22.77089582432568,-14.749005294703368
-23.357133700227465,-14.831635223914207
-23.948832156645253,-14.898570676282677
-24.54563947388451,-14.949163416142145
-25.147157495530625,-14.982760162361428
-25.75293929243171,-14.998705225005722
-26.362486905211473,-14.996343462148829
-26.975249199238675,-14.97502356904487
-27.59061986960473,-14.934101709118707
-28.207935637231227,-14.872945492835948
-28.82647468064786,-14.790938306419083
-29.445455351142083,-14.687483987549106
-30.064035221756974,-14.562011839609717
-30.681310522867435,-14.413981969688058
-31.296316018641136,-14.24289092845992
-31.90802537943133,-14.048277622300144
-32.51535210488139,-13.829729459545888
-33.11715105108007,-13.586888683907581
-33.71222061232342,-13.319458838716802
-34.29930560376614,-13.027211296205145
-34.8771008853471,-12.709991776550527
-35.444255759754284,-12.367726772270117
-35.99937916779085,-12.000429784985352
-36.54104569331065,-11.60820727396458
-37.06780237695813,-11.191264209519709
-37.578176323398466,-10.749909119660087
-38.070683070754086,-10.284558515757356
-38.54383567385621,-9.795740582695284
-38.9961544350311,-9.284098021383844
-39.42617719791359,-8.750389936862105
-39.832470101721825,-8.195492673687491
-40.21363867610852,-7.62039951199645
-40.56833914073048,-7.026219152508883
-40.895289759680445,-6.4141729366909805
-41.19328208951835,-5.785590769018951
-41.4611919514065,-5.1419057313911365
-41.697989953305324,-4.484647404686836
-41.902751387740466,-3.8154339386131753
-42.07466533459182,-3.1359629375732787
-42.21304280682291,-2.448001256509515
-42.317323790031274,-1.7533738256764475
-42.3870830439551,-1.0539516462231133
-42.42203455523269,-0.3516391185074679
-42.42203455523269,0.3516391185074387
-42.3870830439551,1.053951646223084
-42.31732379003128,1.7533738256764
-42.21304280682292,2.448001256509487
-42.07466533459183,3.135962937573232
-41.90275138774047,3.8154339386131473
-41.69798995330534,4.48464740468679
-41.46119195140651,5.141905731391111
-41.19328208951837,5.785590769018907
-40.89528975968045,6.414172936690953
-40.56833914073051,7.026219152508844
-40.213638676108545,7.620399511996425
-39.83247010172185,8.195492673687454
-39.4261771979136,8.750389936862081
-38.99615443503113,9.28409802138381
-38.54383567385623,9.795740582695265
-38.07068307075412,10.284558515757324
-37.578176323398495,10.749909119660071
-37.06780237695817,11.191264209519682
-36.54104569331067,11.608207273964561
-35.9993791677909,12.000429784985327
