x,y
-1.0,3.0
-1.0059198147151855,2.81162844141206
-1.0236558960565665,2.6240002993070872
-1.053138247813934,2.4378560562428264
-1.0942505166141068,2.2539303385054357
-1.1468304511145395,2.0729490168751576
-1.2106705423352455,1.8956263419459662
-1.2855188426019417,1.7226621253047818
-1.3710799598684091,1.554738977694854
-1.467016223493955,1.39251961506301
-1.5729490168751576,1.2366442431225806
-1.688460271672632,1.0877280307539312
-1.8130941177357656,0.9463586822139343
-1.9463586822139343,0.8130941177357656
-2.087728030753931,0.688460271672632
-2.236644243122581,0.5729490168751576
-2.3925196150630104,0.467016223493955
-2.5547389776948544,0.3710799598684087
-2.7226621253047822,0.28551884260194127
-2.895626341945966,0.21067054233524596
-3.0729490168751576,0.14683045111453952
-3.2539303385054352,0.09425051661410677
-3.4378560562428255,0.05313824781393439
-3.6240002993070872,0.023655896056566483
-3.8116284414120596,0.005919814715185545
13.0,3.0
13.188371558587939,2.9940801852848145
13.375999700692912,2.9763441039434335
13.562143943757174,2.946861752186066
13.746069661494566,2.9057494833858932
13.927050983124843,2.8531695488854605
14.104373658054033,2.7893294576647545
14.277337874695217,2.7144811573980583
14.445261022305147,2.628920040131591
14.607480384936991,2.532983776506045
14.76335575687742,2.4270509831248424
14.91227196924607,2.311539728327368
15.053641317786067,2.1869058822642344
15.186905882264234,2.0536413177860657
15.311539728327368,1.9122719692460688
15.427050983124843,1.7633557568774194
15.532983776506043,1.6074803849369896
15.62892004013159,1.4452610223051454
15.714481157398058,1.277337874695218
15.789329457664753,1.1043736580540342
15.853169548885461,0.9270509831248424
15.905749483385893,0.7460696614945649
15.946861752186066,0.5621439437571742
15.976344103943433,0.3759997006929128
15.994080185284815,0.18837155858794058
13.0,17.0
13.005919814715185,17.18837155858794
13.023655896056567,17.375999700692912
13.053138247813934,17.562143943757174
13.094250516614107,17.746069661494566
13.146830451114539,17.927050983124843
13.210670542335244,18.104373658054033
13.285518842601942,18.277337874695217
13.37107995986841,18.445261022305147
13.467016223493957,18.60748038493699
13.572949016875157,18.76335575687742
13.688460271672632,18.91227196924607
13.813094117735766,19.053641317786067
13.946358682213933,19.186905882264234
14.08772803075393,19.311539728327368
14.23664424312258,19.427050983124843
14.392519615063009,19.532983776506043
14.554738977694853,19.62892004013159
14.722662125304783,19.71448115739806
14.895626341945967,19.789329457664753
15.072949016875157,19.85316954888546
15.253930338505434,19.905749483385893
15.437856056242826,19.946861752186066
15.624000299307088,19.976344103943433
15.811628441412058,19.994080185284815
-1.0,17.0
-1.18837155858794,17.005919814715185
-1.3759997006929128,17.023655896056567
-1.5621439437571736,17.053138247813934
-1.7460696614945643,17.094250516614107
-1.9270509831248424,17.14683045111454
-2.1043736580540338,17.210670542335244
-2.277337874695218,17.28551884260194
-2.445261022305146,17.37107995986841
-2.60748038493699,17.467016223493957
-2.763355756877419,17.572949016875157
-2.912271969246069,17.688460271672632
-3.0536413177860657,17.813094117735766
-3.1869058822642344,17.946358682213933
-3.311539728327368,18.08772803075393
-3.4270509831248424,18.23664424312258
-3.532983776506045,18.39251961506301
-3.6289200401315913,18.554738977694853
-3.7144811573980587,18.722662125304783
-3.789329457664754,18.895626341945967
-3.8531695488854605,19.072949016875157
-3.9057494833858932,19.253930338505434
-3.9468617521860656,19.437856056242826
-3.9763441039434335,19.624000299307088
-3.9940801852848145,19.811628441412058
