X,Y,Yaw
-0.0574943439042661,42.557307068679805,0.021273755896329308
-0.15698427514170807,42.4665964301237,-0.018052894558161697
0.02209090880484843,42.342441728214546,0.10818786340761084
0.03189319822321582,42.366451306032,0.16997755083821284
-0.057821488345989214,42.37116645780995,0.04028597217335043
0.0351905587432273,42.36836055296186,0.02851184923689861
-0.0033148064200801013,42.468453348831275,-0.04810479810142739
-0.12666376994787445,42.21033423860085,-0.041830031974185035
-0.04596060124594234,42.399746844000276,-0.1970802994887318
-0.03908531486565406,42.49044419370955,-0.21045734665655774
-0.031425430803308174,42.524684713796695,0.09536649844360093
0.005406205195738129,42.457955740689236,-0.118232773835834
-0.140298649789423,42.34833052024589,0.07500052674346594
-0.06134865411112017,42.48646951504409,0.09279122345814038
0.11811977249916783,42.62852166921315,-0.027328485592487583
-0.14744596350922265,42.27533259524809,0.01856753646568976
0.2125264182706481,42.57033558499017,-0.08283514242850931
0.052517985944195704,42.399223897347966,-0.01647395282267092
-0.002407534859489028,42.397114663155655,-0.12085739539571831
0.027582739668431767,42.41863654733096,0.05490379844842991
0.027500427517376653,42.57436419172217,0.11932918553223165
0.08719679428236071,42.45199092563577,0.11177359652972164
-0.057365543847044544,42.42445750983731,-0.05374443295311291
-0.022832961695538126,42.397966739847654,0.22013375378859437
0.05487817071008036,42.4308990178174,0.01804498490674071
-0.03319476127079634,42.49053536434012,0.1126351284560906
-0.0063796032589549774,42.59539452398787,-0.06648312874358422
0.144882044407297,42.3190030178985,0.08027285000870468
0.030030261097779544,42.1644852105577,0.01726970339363065
-0.003031788014702754,42.359568066317365,-0.1668554579288228
0.08080343815646832,42.47334441030822,0.11833584619484866
-0.08430823132540229,42.488647856364665,0.042176170655771617
-0.117345893738648,42.40477291703316,0.10195765014556774
0.08003571924757422,42.48766177705835,-0.06127290498205772
-0.16287910061248476,42.45642994410196,-0.028439740785285852
-0.16050484840095447,42.44393752205138,-0.09564585138331444
0.09618106154647735,42.35636080773733,0.05962832169060319
-0.04291639003159096,42.33989759264701,-0.1260124322237049
0.1674568050915384,42.47645233779564,0.13046064069344335
0.06849478726627822,42.373237501596975,-0.022865740214634923
0.010428082912940874,42.46399540012276,-0.17575628827557924
0.12304991696814004,42.44558803657818,0.03475280519648467
0.06906934137638533,42.35717077227304,0.06268921266231477
-0.10202034774318561,42.424270221226195,0.05629971946462687
-0.09609908151256798,42.347340725586456,0.02324288634772043
-0.0910360905967029,42.44433804462881,-0.26470395190427715
0.09121349474263558,42.29162972267116,0.05094896215510561
-0.04413379452479638,42.40910392344625,-0.10904434320957532
-0.045832180771566124,42.52583507244617,-0.14720916555762315
0.22032470472797303,42.642342876817914,-0.0033047934696621177
-0.24785707975582022,42.5280424955964,0.09480353340571361
0.01143337956157287,42.539705133447114,-0.030555179891207384
0.1164281205451628,42.638430224383434,0.14557303665037724
-0.09136276702223954,42.563995202889295,-0.12444735631946445
