timestamp,x,y
0.0,4.315832115430303,0.042535408888634524
0.0,4.33499861747235,0.09024976211792457
0.0,4.613728506996114,-0.04564614946597026
0.0,4.4868291007025425,0.03699904543462549
0.0,4.604412991338947,0.26285747706672924
0.0,4.554442418016322,-0.15248446781265637
0.0,4.400103810940035,0.013665100398217615
0.0,4.606366763096853,-0.0829252657445148
0.0,4.532401524503811,-0.023788920220737794
0.0,4.5930133765383125,-0.05723237684223828
0.0,4.298928753437192,0.058075973548897125
0.0,4.365263984407768,0.19252139343024982
0.0,4.440643354669625,0.0978326874356982
0.0,4.364124674795828,0.0028432003016226376
0.0,4.390452364061403,0.030004274434967716
0.0,4.33447598334548,0.03615784338359463
0.0,4.488658979627997,0.0010452888736547459
0.0,4.533131891478653,-0.13405726307698337
0.0,4.414165647227719,0.024833972812882295
0.0,4.4960717549163345,0.011882155445906095
0.0,4.510479358521355,-0.275345317484901
0.0,4.612540268257415,-0.08644815687413113
0.0,4.676253940013492,-0.24488458393407628
0.0,4.542753722890446,-0.05302864071803434
0.0,4.409305448641293,-0.1049890946343381
0.0,4.465354694727499,-0.1608543194718152
0.0,4.478673439759315,-0.10855772301234246
0.0,4.459990160435594,-0.06355082272209864
0.0,4.478997038468745,-0.0604507571264169
0.0,4.304803939597812,0.04163319199088067
0.0,4.453584706077979,0.10582933035149365
0.0,4.326606616448138,0.14011609580791645
0.0,4.486093190222275,0.12785183927894317
0.0,4.48296531463678,0.029756123508465737
0.0,4.527728499607115,-0.06781656377676866
0.0,4.41564221250528,-0.15360053465938292
0.0,4.353081231157543,-0.07627080203402989
0.0,4.142558267001522,0.02719880780126986
0.0,4.30154521973437,0.021605150469441413
0.0,4.037888813143299,-0.14531999203991156
0.0,4.263031232943113,-0.10050716807735068
0.0,4.168681256727828,0.010092786958543428
0.0,3.912892266339577,0.021737101727307296
0.0,4.005777844138703,-0.06670787257938067
0.0,3.8879365423199084,-0.032405661420851106
0.0,3.7755352581405526,-0.12967333465682004
0.0,3.7010191670975683,0.034688060729821224
0.0,3.7609533481443544,-0.052782086529069225
0.0,3.3936050225025776,-0.048384443507032374
0.0,3.375269972986862,0.12396907457295897
0.0,3.303503305258979,0.04769573592430924
0.0,3.3716413486181183,0.19447793771409172
0.0,3.1732393738672866,0.058268998765395784
0.0,3.1102149971503685,0.20274898611032843
0.0,2.8772221590899574,0.022804701080597234
0.0,2.831784435183065,0.2685627554245483
0.0,2.9123860542856064,0.06524204000749338
0.0,2.482607295306236,0.18426985037502272
0.0,2.5409320273006024,0.1408011456101966
0.0,2.4308601212571044,0.1983558005773775
0.0,2.191711269679845,0.15041244554220984
0.0,1.8637459512448609,0.3280757616619623
0.0,1.9094098156883048,0.2997349982158396
0.0,1.7576060470775463,0.15207177878992986
0.0,1.6661188453871811,0.37322994840222534
0.0,1.4748310412905539,0.4078231207395907
0.0,1.1273655320926863,0.37457716766109606
0.0,1.105824746686994,0.3749655360564319
0.0,0.8175975735522422,0.6253783188213876
0.0,0.8429788180175976,0.3018000671420645
