Timestamp,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Orientation_X,Orientation_Y,Orientation_Z,Angular_Velocity_X,Angular_Velocity_Y,Angular_Velocity_Z
2024-03-06 14:17:26.108,-0.059823508559727165,1.5138937139803734,-9.764642177152679,-0.0063748436298843,0.004890831349467851,0.7315567974322538,-0.0187425331640243,-0.0014641477801782127,0.8617573650612985
2024-03-06 14:17:26.161,-0.11391488410564224,1.6363116135337463,-9.766142258352362,-0.006200526582192054,0.005268088181996801,0.7461338256448088,0.008763057673965988,0.004787859098906922,0.8655146830063418
2024-03-06 14:17:26.215,-0.15917779354558562,1.5853572931576316,-9.833897183156799,-0.006269627096910085,0.005282073005417065,0.7603659380664998,-0.008513971304310088,0.0021566000635944668,0.8656281734944421
2024-03-06 14:17:26.272,-0.1515547789360455,1.4001496868136953,-9.857570004895264,-0.006548430858658104,0.0047612898691740315,0.7742472395065263,-0.03006525354269888,-0.005672479788864965,0.8657177896262163
2024-03-06 14:17:26.348,-0.15775236366747827,1.3896875354702916,-9.810057934082156,-0.006713163579768059,0.004241766706407802,0.7877756315186414,-0.027080402593342708,-0.00895874566649248,0.8663635826721441
2024-03-06 14:17:26.402,-0.22820928214241434,1.5720115111464754,-9.757798167273675,-0.006645261008185019,0.004370503541567112,0.8009438081303718,-0.0011387648615122264,0.00039381525107487584,0.867290165799922
2024-03-06 14:17:26.459,-0.32919023252213203,1.654790216689649,-9.805633686401585,-0.006671856288719165,0.004526854282348337,0.8137295946023857,-0.0026060523772919978,0.004201348473885459,0.8669206945190133
2024-03-06 14:17:26.516,-0.34042714525779294,1.5308354952627699,-9.886852275366461,-0.006911403046011379,0.0042336921340421,0.8261105989301484,-0.022100815520866422,0.0004116120093587413,0.8651304171782869
2024-03-06 14:17:26.571,-0.33218200137719317,1.4726663240175857,-9.84178436740208,-0.006942919150310899,0.003997393312957246,0.838069097285205,-0.015402930190980765,-0.004884646085613038,0.8624787020985581
2024-03-06 14:17:26.626,-0.3728711393043137,1.5414964374002829,-9.728179875633517,-0.0069477245299809426,0.003964778253499674,0.8496270050049197,-0.008075416063660815,-0.0010273991420675739,0.8617595250854391
2024-03-06 14:17:26.681,-0.43712616277073113,1.5324186271490996,-9.757106939691628,-0.006970878417002011,0.003820065259077555,0.8608054180991334,-0.012251412985558614,-0.0027108063902941573,0.8628754379415553
2024-03-06 14:17:26.768,-0.4073396568192891,1.4929948946063036,-9.915568208606935,-0.007095799236857272,0.0035328978735789697,0.8716105697824004,-0.019265082468639116,-0.002110813526803594,0.865070702914485
2024-03-06 14:17:26.822,-0.44103002234592,1.488433160437186,-9.884421337297663,-0.007151118048030981,0.0033081921266448866,0.8819896599032689,-0.01569603769483247,-0.0030868584595108955,0.8635330017384658
2024-03-06 14:17:26.895,-0.48391316989010974,1.5422173974541133,-9.75675666928795,-0.00726738067536459,0.003254425023363492,0.8919193813919509,-0.0109166221477364,0.00253838750294932,0.8602762366810025
2024-03-06 14:17:26.950,-0.5576468302728718,1.5494206300746165,-9.71295386984884,-0.007380492919779606,0.003239624173514215,0.9014687458181823,-0.009516825407727924,0.0033068466722454113,0.8632794103235819
2024-03-06 14:17:27.008,-0.4904715606113434,1.5415386263109092,-9.889257974594686,-0.007478353243698958,0.0031249078666926297,0.9106050873552161,-0.012819106806223283,0.001105200241085583,0.8638848965306603
2024-03-06 14:17:27.061,-0.4993016739940407,1.5068581892645287,-9.926996467377228,-0.007456239756024012,0.0028788896125874035,0.9193217108639411,-0.015487878656245334,-0.005343446514786445,0.8642600437368604
2024-03-06 14:17:27.113,-0.4946812781470407,1.5015567288925935,-9.789423272702296,-0.007360234041710196,0.0025764223130480446,0.9275527724778002,-0.016284000432051113,-0.008814828242169155,0.8581622359106738
2024-03-06 14:17:27.182,-0.6045933452930667,1.479396968661579,-9.685043623729399,-0.00757822817658988,0.0023174138429262266,0.9353926212272162,-0.019671074373140193,0.0035561867707359688,0.8624675203989713
2024-03-06 14:17:27.255,-0.6298679108165545,1.5697293518519058,-9.806101862237606,-0.007742866395361144,0.0022955056658499023,0.9428182737772962,-0.01010975655604007,0.0052648471681790866,0.8650658097745162
