x,y,yaw
-1.0004849433898926,-1.0391311661805958e-05,-1.5707962379695641
-1.0004873275756836,-1.0550487786531448e-05,-1.5707962379695641
-1.0004897117614746,-1.0698374353523832e-05,-1.5707962379695641
-1.0004920959472656,-1.08358908619266e-05,-1.5707962379695641
-1.0004944801330566,-1.0963518434436992e-05,-1.5707962379695641
-1.0004968643188477,-1.108234118873952e-05,-1.5707962379695641
-1.0004992485046387,-1.1192390047654044e-05,-1.5707962379695641
-1.0005016326904297,-1.129458632931346e-05,-1.5707962379695641
-1.0005040168762207,-1.1389647625037469e-05,-1.5707962379695641
-1.0005064010620117,-1.1477730367914774e-05,-1.5707962379695641
-1.0020370483398438,5.201562998990994e-06,-1.5707306796819929
-0.9964332580566406,0.00016483169747516513,-1.570634545510344
-0.9899240136146545,0.0005906826700083911,-1.5706492853492708
-0.9854643940925598,0.0015522295143455267,-1.5699877041368333
-0.9737504720687866,0.00392487458884716,-1.5684106759980692
-0.9496002197265625,0.007145903073251247,-1.5661592043109855
-0.9210290312767029,0.011179503053426743,-1.5631565133436929
-0.8941320776939392,0.015844034031033516,-1.5591364849228562
-0.8666895627975464,0.020730501040816307,-1.555097591337056
-0.8375629186630249,0.02630244567990303,-1.5511434671595064
-0.8055455088615417,0.03315203636884689,-1.547287704601898
-0.7683393359184265,0.04155448079109192,-1.5430063722046303
-0.7259995341300964,0.05013616010546684,-1.5372512038549806
-0.680450975894928,0.05948295816779137,-1.5307452129611858
-0.631820023059845,0.07006953656673431,-1.5241813677780065
-0.5800245404243469,0.08243613690137863,-1.5180248532332055
-0.5250879526138306,0.09668692946434021,-1.5121284319219679
-0.46573489904403687,0.11297055333852768,-1.5058228024879092
-0.4013272523880005,0.12924990057945251,-1.4974444190077187
-0.3336022198200226,0.146079882979393,-1.4876960044092573
-0.26329708099365234,0.16446928679943085,-1.4776901028971996
-0.18996067345142365,0.1849967986345291,-1.4680441753186226
-0.1135951355099678,0.20827965438365936,-1.4591742478611591
-0.03402876853942871,0.23473891615867615,-1.4501384654528016
0.05054686218500137,0.26214703917503357,-1.4396134465531505
0.1387043297290802,0.29023170471191406,-1.4272923473653543
0.2294359803199768,0.3199172616004944,-1.4139853536653606
0.32231199741363525,0.3523593544960022,-1.4009588255013525
0.4180014431476593,0.38824462890625,-1.388775451944042
0.5168496370315552,0.42800530791282654,-1.3772242323414985
0.6201336979866028,0.4713606834411621,-1.3649105413814462
0.7273478507995605,0.5155817270278931,-1.3500046115880253
0.8374367952346802,0.5617302656173706,-1.3336773487439888
0.949143648147583,0.6109477877616882,-1.3172610374618132
1.0630632638931274,0.6645330786705017,-1.3014423276105969
1.179640293121338,0.7228004932403564,-1.286602437795728
1.2999221086502075,0.7864308953285217,-1.2721263043135569
1.42488431930542,0.8533477187156677,-1.2550390453332276
1.552229642868042,0.9222137928009033,-1.2354570489378627
1.680937647819519,0.9945676326751709,-1.2151577442177652
1.8107341527938843,1.071784257888794,-1.1954530598178963
1.9417850971221924,1.1541006565093994,-1.17611615267965
2.074307918548584,1.2423731088638306,-1.1574729914219792
2.210181951522827,1.3354483842849731,-1.1369820161369864
2.3484654426574707,1.432206392288208,-1.1134659021379334
2.4870669841766357,1.5338619947433472,-1.0893589376955077
2.624610424041748,1.639967679977417,-1.065259070425638
2.7618722915649414,1.7505168914794922,-1.040799739564492
2.89870548248291,1.8666425943374634,-1.0159094361113064
3.036447763442993,1.9898507595062256,-0.9904271774953229
3.174668312072754,2.120296001434326,-0.9639981017724737
3.3122799396514893,2.257284164428711,-0.9368887364525504
3.4480555057525635,2.4000916481018066,-0.9097481157251764
3.581585645675659,2.548234701156616,-0.8820169446001282
3.711912155151367,2.700556755065918,-0.8543997299506648
3.8386197090148926,2.8580715656280518,-0.825983172060944
3.963468551635742,3.023535966873169,-0.796947733152313
4.087162971496582,3.197462320327759,-0.7673517603314668
4.208150386810303,3.378439426422119,-0.7373723231575923
4.325483798980713,3.5656843185424805,-0.7065389903430143
4.438212871551514,3.7588372230529785,-0.6753865821308411
4.546088218688965,3.9585061073303223,-0.6437757163266035
4.649801254272461,4.166689395904541,-0.6115323940640053
4.749585151672363,4.384339332580566,-0.5785133780211642
4.844253063201904,4.609660625457764,-0.5444368555253046
4.9315080642700195,4.839336395263672,-0.5102748985996952
5.010519027709961,5.070605278015137,-0.4758531363148856
5.081426620483398,5.304448127746582,-0.4411038944810769
5.145184516906738,5.545116424560547,-0.40591421424159346
5.202329158782959,5.795461177825928,-0.3700525112198799
5.25132417678833,6.053628921508789,-0.3334842257925983
5.291463375091553,6.3173112869262695,-0.295986448212338
5.322098731994629,6.586411952972412,-0.2577996467833145
5.342706680297852,6.8606648445129395,-0.21929259295244
5.352700710296631,7.138332366943359,-0.18029338271172674
5.35169792175293,7.420882701873779,-0.14020679570981018
5.339303970336914,7.710840225219727,-0.09910861991895911
5.314818859100342,8.006453514099121,-0.05722445396461662
5.277046203613281,8.304274559020996,-0.014978251978042078
5.226139068603516,8.601920127868652,0.027424329453825266
5.162398338317871,8.897683143615723,0.0700604612754263
5.085505485534668,9.192378044128418,0.11326600027928278
4.994865894317627,9.487200736999512,0.15652758492215266
4.890648365020752,9.779672622680664,0.1998128109412915
4.774343490600586,10.066181182861328,0.24297888011549892
4.646838665008545,10.345742225646973,0.28642190739579426
4.507326126098633,10.61954402923584,0.32980804393666463
4.355484485626221,10.888041496276855,0.3731117839452352
4.191898345947266,11.150022506713867,0.4162997783565139
4.0174946784973145,11.404227256774902,0.45952442766138374
3.8326947689056396,11.649768829345703,0.5028204721432737
3.6375749111175537,11.886995315551758,0.5461188504964959
3.43210768699646,12.115880012512207,0.5893316713382584
3.2168381214141846,12.336024284362793,0.6324755213978512
2.992335081100464,12.546738624572754,0.6757117452063728
2.7588181495666504,12.747347831726074,0.7189770604758035
2.516833543777466,12.9378080368042,0.7620694463483454
2.266862630844116,13.11766529083252,0.8053248063115266
2.0095324516296387,13.286233901977539,0.8486097333854733
1.7452908754348755,13.443441390991211,0.8919044223262647
1.4743266105651855,13.589140892028809,0.9351983074641977
1.1970233917236328,13.72326946258545,0.9782786681790113
0.9140586853027344,13.845481872558594,1.0215035242622086
0.6263741254806519,13.955093383789062,1.0648056628769254
0.3344699442386627,14.052077293395996,1.1081336753647437
0.03851109370589256,14.136391639709473,1.1512722456845499
-0.26093268394470215,14.208024978637695,1.194390945515722
-0.5629612803459167,14.266462326049805,1.2376307754896998
-0.867149293422699,14.3117036819458,1.2809200757809827
-1.173161506652832,14.34373950958252,1.3241431128918189
-1.480607032775879,14.362687110900879,1.367184892471866
-1.7885596752166748,14.368515968322754,1.4103598339613768
-2.0961387157440186,14.360989570617676,1.4536516907500254
-2.4029500484466553,14.340088844299316,1.4969070135635194
-2.7089879512786865,14.306039810180664,1.5400584183101214
-3.0135116577148438,14.258685111999512,1.5832849113585492
