timestamp,x,y,yaw
0.0,-0.032232730868126586,-0.013243614905219301,-0.024932327335292416
0.0,0.0037986651342758037,0.024064810276519518,-0.012319872678419249
0.0,0.04168035427172559,-0.09753943601422244,-0.019205578707548947
0.0,0.01152436231981769,0.07996880618487062,-0.02692965491658412
0.0,-0.032806976636425636,0.0034855933704066,-0.01503056500315105
0.0,0.036305100778806214,-0.061093242544577764,-0.0022234090452821873
0.0,-0.013588758257040645,-0.05457407220404656,0.004511996366599981
0.0,-0.09074627919734023,-0.02421637178870314,-0.041530112211720496
0.0,-0.11048998131250008,-0.028845764053179148,-0.022154616400197637
0.0,0.03487546696958533,0.013387399289445948,-0.015225235273806644
0.0,0.11289483562294066,0.04568964887138432,0.005519858446406464
0.0,-0.032055729899449326,-0.07566070907849175,-0.009438768122934916
0.0,-0.019627269140324963,0.005814785998353684,-0.01026174765929197
0.0,0.03934216535535971,0.02509536384759317,-0.009584315474625526
0.0,-0.06164863878624069,0.05960215367301069,0.000382726937805548
0.0,0.028627127604533106,-0.007403470468090086,-0.022105728253537044
0.0,-0.008597566863123794,-0.04068151952584341,0.030373175805657814
0.0,0.031182187066211765,-0.02278319519160909,-0.01216738776391106
0.0,0.04035576510377274,-0.07967270134723652,-0.014057085088844687
0.0,0.0012252165044095765,-0.03754838187455234,-0.0010181377478112746
0.0,0.002940252199744772,0.10801292788442443,-0.007056536517353312
0.0,-0.02711887231215969,0.06040940284118993,-0.02414097648748643
0.0,0.011441384962142302,0.042068398697855065,-0.0025807004807254143
0.0,0.003964119845078618,0.007837077983943263,-0.004501844493368803
0.0,0.09607436965345076,0.03394143408938712,0.010902601456453784
0.0,-0.03377335296916375,0.056643614711517846,0.005426460927288751
0.0,-0.0223448349341948,-0.017532868881150517,-0.011782363457170437
0.0,-0.06338037953912472,-0.07725682224908974,0.0001812064905157977
0.0,-0.06054810104425663,-0.0236692933706424,-2.921631229133998e-05
0.0,0.04442984208053213,-0.013307529920561889,0.005456871833387667
0.0,0.04859314585056834,0.09189555034836028,-0.015015276985102237
0.0,-0.006832096884952799,-0.04029923180074227,-0.016018093601410315
0.0,0.011936331731203387,0.02196373966269459,0.02640391545893423
0.0,0.010651242311272735,0.06159581660882671,0.002449037121870977
0.0,0.02164751590456282,0.05170319905181711,-0.017687242012988623
0.0,0.021602468460022343,-0.0609754870731771,0.005760603190384466
0.0,-0.049295914404608246,-0.04686809524614308,-0.03635187381111594
0.0,-0.012702731007040191,0.015645555002015057,0.0002652188045103388
0.0,0.06664082882642637,0.016743579726936776,0.02199806282850831
0.0,0.027240450454568067,0.039166893852611684,0.03468682935072595
0.0,-0.0116030874493673,0.028550793545772814,-0.010579349995323428
0.0,-0.014306593848101914,-0.009538494033919254,0.019307888799608444
0.0,0.04528134161587652,-0.050721892053788034,-0.002848016864417238
0.0,-0.009883734888542599,-0.015694032989160576,-0.0026300589496291316
0.0,-0.04710243361173013,0.016788919711244313,-0.010837032128696876
0.0,0.010694284754688695,0.011197585267428173,-0.02552938026984897
0.0,0.00812730141537965,-0.02724147421483288,0.01979992202227085
0.0,-0.002054188927926466,-0.032675578531259186,0.018223938550403197
0.0,0.00891410774010616,-0.11608269607046562,-0.021206160183075022
0.0,-0.031142483861642308,0.026273141153351477,0.008326648465298623
0.0,-0.02233498733965117,0.015626728669672123,0.0036819674005137237
0.0,0.04426597994385469,0.09201438369182208,0.014075690030587297
0.0,-0.029942291198473248,0.020109289528626936,-0.016849472008764604
0.0,-0.017248509090001266,-0.13550074207321067,0.0013754272459648171
0.0,0.03888452219851779,0.057214649843065596,0.022888249954442334
0.0,-0.0924288708816902,0.06482926285428274,-0.01629523470518563
0.0,0.05021062074062815,-0.09972588262472575,0.004110257273063476
0.0,-0.0223829367924126,-0.060346421664939025,-0.019474888083408273
0.0,0.03973456139967324,-0.07463227350902633,0.015320925284587682
0.0,0.023394280662960534,-0.010258783711032303,-0.018166109547343746
0.0,-0.08511946881054439,0.017634690392318762,-0.005589599671730123
0.0,0.02183631855952117,0.010004124788571392,0.024146545136948572
0.0,0.03294268337482203,-0.03907880486189008,-0.008278466930086065
0.0,-0.04203218145104115,-0.01499343281002994,-0.023675552879186736
0.0,0.023997932089225127,-0.10793672090301328,-0.005605675175893584
0.0,-0.05899167387222768,-0.06565175352960251,0.0028104543235135393
0.0,0.0904550147268452,-0.05488520825671766,-0.014058964040721102
0.0,-0.053699468113834616,0.018244344537306473,0.00024263876714192747
0.0,-0.04866335949774481,-0.0850058943050748,0.002805473910870774
0.0,0.004278656594570462,0.028973302735364165,-0.013134363930104595
