Timestamp,X,Y,Z
2024-05-10 21:04:59.800,-7.94045627117157e-06,-7.76723027229309e-06,0.9393535852432251
2024-05-10 21:04:59.858,-5.7462602853775024e-06,-6.731599569320679e-06,0.9393517971038818
2024-05-10 21:04:59.915,-3.3937394618988037e-06,-5.616806447505951e-06,0.939349889755249
2024-05-10 21:04:59.966,-9.760260581970215e-07,-4.47593629360199e-06,0.9393481016159058
2024-05-10 21:05:00.024,1.4938414096832275e-06,-3.323890268802643e-06,0.939346194267273
2024-05-10 21:05:00.078,4.030764102935791e-06,-2.1690502762794495e-06,0.9393442869186401
2024-05-10 21:05:00.133,6.623566150665283e-06,-9.937211871147156e-07,0.9393424987792969
2024-05-10 21:05:00.193,9.290874004364014e-06,2.2258609533309937e-07,0.9393405914306641
2024-05-10 21:05:00.252,1.216307282447815e-05,1.5264376997947693e-06,0.939338743686676
2024-05-10 21:05:00.311,1.6165897250175476e-05,3.3937394618988037e-06,0.9393369555473328
2024-05-10 21:05:00.363,2.053193747997284e-05,5.435198545455933e-06,0.9393351674079895
2024-05-10 21:05:00.420,2.50842422246933e-05,7.5642019510269165e-06,0.9393332004547119
2024-05-10 21:05:00.475,2.9765069484710693e-05,9.757466614246368e-06,0.9393314123153687
2024-05-10 21:05:00.530,3.4578144550323486e-05,1.2002885341644287e-05,0.9393296241760254
2024-05-10 21:05:00.588,3.9560720324516296e-05,1.4302320778369904e-05,0.9393277168273926
2024-05-10 21:05:00.645,4.471093416213989e-05,1.6679055988788605e-05,0.9393258094787598
2024-05-10 21:05:00.701,5.045346915721893e-05,1.9354745745658875e-05,0.9393237829208374
2024-05-10 21:05:00.759,5.723908543586731e-05,2.2578053176403046e-05,0.9393219947814941
2024-05-10 21:05:00.816,0.0013505630195140839,0.0006674472242593765,0.9395889639854431
2024-05-10 21:05:00.871,-0.005516912788152695,-0.0027555683627724648,0.9397773146629333
2024-05-10 21:05:00.925,-0.019056357443332672,-0.00950679276138544,0.9394904375076294
2024-05-10 21:05:00.987,-0.03155921399593353,-0.015741124749183655,0.9391027688980103
2024-05-10 21:05:01.045,-0.045834027230739594,-0.022856861352920532,0.9392898082733154
2024-05-10 21:05:01.104,-0.06756797432899475,-0.03368998318910599,0.9397717118263245
2024-05-10 21:05:01.161,-0.09389618784189224,-0.04681577906012535,0.9397066831588745
2024-05-10 21:05:01.222,-0.11941367387771606,-0.05953574925661087,0.9391694068908691
2024-05-10 21:05:01.285,-0.14604131877422333,-0.07280708849430084,0.9391430616378784
2024-05-10 21:05:01.342,-0.17872080206871033,-0.08909253776073456,0.9396883249282837
2024-05-10 21:05:01.399,-0.2169443517923355,-0.1081419438123703,0.9398875832557678
2024-05-10 21:05:01.455,-0.25746065378189087,-0.12833763659000397,0.9394458532333374
2024-05-10 21:05:01.514,-0.3000834584236145,-0.14958152174949646,0.9391639232635498
2024-05-10 21:05:01.570,-0.3460935056209564,-0.172512948513031,0.9394261240959167
2024-05-10 21:05:01.628,-0.394723117351532,-0.1967490166425705,0.9397310018539429
2024-05-10 21:05:01.690,-0.4457494914531708,-0.22217893600463867,0.9396579265594482
2024-05-10 21:05:01.747,-0.500999391078949,-0.24971036612987518,0.9394758343696594
