X,Y
-3.999530553817749,-1.5000715255737305
-3.999518632888794,-1.5000730752944946
-3.9995179176330566,-1.5000728368759155
-3.999523639678955,-1.5000712871551514
-3.9995250701904297,-1.5000708103179932
-3.9995250701904297,-1.5000708103179932
-3.9995250701904297,-1.5000708103179932
-3.9995250701904297,-1.5000708103179932
-3.9995250701904297,-1.5000708103179932
-3.9995250701904297,-1.5000708103179932
-3.9995250701904297,-1.5000708103179932
-3.99767804145813,-1.5003983974456787
-4.001811504364014,-1.4996691942214966
-4.007974624633789,-1.4985817670822144
-4.012033462524414,-1.497862696647644
-4.023130893707275,-1.4958946704864502
-4.048110008239746,-1.4914860725402832
-4.079066276550293,-1.4860261678695679
-4.106328010559082,-1.4812220335006714
-4.132383346557617,-1.4766273498535156
-4.164694309234619,-1.4709330797195435
-4.204537868499756,-1.4639045000076294
-4.2501301765441895,-1.4558616876602173
-4.301147937774658,-1.446868896484375
-4.355958461761475,-1.4372104406356812
-4.410891532897949,-1.427529215812683
-4.465680122375488,-1.4178745746612549
-4.5254950523376465,-1.4073289632797241
-4.595310688018799,-1.3950183391571045
-4.673527717590332,-1.381232738494873
-4.754131317138672,-1.3670254945755005
-4.834085464477539,-1.3529324531555176
-4.914698600769043,-1.3387269973754883
-4.998376846313477,-1.3239802122116089
-5.08821964263916,-1.3081408739089966
-5.186322212219238,-1.2908515930175781
-5.289749622344971,-1.2726234197616577
-5.393259048461914,-1.2543821334838867
-5.495567321777344,-1.2363543510437012
-5.59995698928833,-1.2179611921310425
-5.710054397583008,-1.1985602378845215
-5.826862335205078,-1.1779756546020508
-5.950284481048584,-1.156227469444275
-6.078048229217529,-1.1337158679962158
-6.205556392669678,-1.1112490892410278
-6.33284330368042,-1.0888222455978394
-6.46559476852417,-1.065434217453003
-6.607937335968018,-1.040348768234253
-6.758458137512207,-1.0138261318206787
-6.912603378295898,-0.9866666793823242
-7.067538261413574,-0.9593707323074341
-7.223191738128662,-0.9319478273391724
-7.379834175109863,-0.9043557643890381
-7.53993034362793,-0.8761510848999023
-7.707791805267334,-0.8465843200683594
-7.883209705352783,-0.8156809210777283
-8.059745788574219,-0.7845848798751831
-8.233733177185059,-0.7539365291595459
-8.410351753234863,-0.7228251695632935
-8.595049858093262,-0.6902865171432495
-8.787755012512207,-0.6563333868980408
-8.986227989196777,-0.6213729381561279
-9.188549041748047,-0.585736870765686
-9.392606735229492,-0.5497971177101135
-9.59674072265625,-0.5138434767723083
-9.80138111114502,-0.47780537605285645
-10.010377883911133,-0.44099754095077515
-10.226943969726562,-0.402856707572937
-10.451199531555176,-0.363361120223999
-10.6796875,-0.32312533259391785
-10.907676696777344,-0.2829775810241699
-11.136531829833984,-0.24267618358135223
-11.373723030090332,-0.20090137422084808
-11.621999740600586,-0.15717889368534088
-11.87457275390625,-0.11270041763782501
-12.125216484069824,-0.06856843084096909
-12.375506401062012,-0.024496424943208694
-12.629899024963379,0.0203002467751503
-12.890000343322754,0.0660950243473053
-13.156265258789062,0.11296001076698303
-13.429621696472168,0.16108496487140656
-13.708076477050781,0.2101074457168579
-13.987032890319824,0.2592161297798157
-14.26500129699707,0.30814650654792786
-14.545439720153809,0.3575133979320526
-14.832313537597656,0.4080161154270172
-15.12688159942627,0.45987147092819214
