y,x,yaw
-0.012975546624832308,0.016453560627520226,0.10230808894737642
-0.220929339519399,-0.01299479736322374,-0.10827232482815341
-0.05298751634400522,-0.03999436575681942,-0.04582481582314592
0.040704554498010886,-0.017454143270969974,0.06289847041988082
-0.10904042556530087,-0.08113839208533478,0.023519791857900974
0.06333315597229819,0.24392402146598116,0.1147172834667393
0.2168368211342928,0.012347096588481583,-0.13165045264985756
0.13382261272318513,0.023167149834887983,-0.05018080573911077
-0.1775182129321365,-0.02748182822220362,0.07254745175843035
0.24085778761132676,-0.04164681024541116,-0.07974884764822944
-0.11172197943162492,-0.13893478490408157,0.15925296150030988
0.20900697797000145,0.039004835784047925,0.046824860166407814
0.051948808880981856,0.08873511559706179,0.04326752547344727
0.1851687399616594,0.044108415673596725,0.004113190377792449
0.10411037387182236,-0.09220253802498253,-0.09184815936368167
-0.17554498148995332,-0.0786394627075422,0.022974134944680598
0.0007416340632021758,-0.008412472869375454,-0.01913988955359036
-0.07467960004525263,0.009207766858266367,-0.07809045369896662
0.033268061921208125,0.11428458894132623,-0.16398297375105908
0.041474602645439035,0.031544662498450046,-0.1930424185708852
-0.001348090098501023,0.07166954200464212,-0.1788731364032021
-0.011108739035611765,-0.024580416035300066,-0.0960163282389676
0.19434093267455166,0.09359422484076557,-0.12690782799521033
0.007657789492407214,0.018984252969813837,0.18797544054081333
0.14055875925256806,0.058497191340199386,-0.1067150975846886
0.29423905048741794,0.09932430196437213,0.014648134526212248
-0.1631476940239997,0.06343281787039663,-0.05333400112764545
0.22215456741160758,0.21302546163434927,-0.09785544719755958
0.22365857871834693,0.09173842544763015,0.013638048483216586
0.09531473958627162,0.19552895543943216,-0.10388510213472239
0.286389052787812,0.3644891000449502,0.025644524409364745
0.483826973902918,0.4530795528820153,0.007599382955529602
0.46112860646691456,0.43260062768000285,0.02180059531806608
0.18681749746634907,0.2358777623671815,-0.024858098106298555
0.4016653151798281,0.5049466358856588,0.017917569793009257
0.528769845673392,0.5620472295853058,0.2627945104125312
0.4929016255791922,0.6045244701367496,-0.12154852228186427
0.6534435297152743,0.7815832974569435,0.037545014828444176
0.810524636571146,0.8013268319270255,0.15622965150763965
0.8521192160932689,0.7980034522473283,-0.025582189435968218
1.182660672686683,0.9860902620841173,0.17662534258918808
1.1119065668916601,1.1633485722128274,0.02886681115533002
1.0102497392150924,1.1516291060023982,0.03968257201881627
1.1728656025649722,1.2703346740600454,-0.024663802334853036
1.5108684447226273,1.600198431306552,-0.08637014902574697
1.6401377388417995,1.6896737262196058,0.22735060726496317
1.5646790570568667,1.6754059222838564,0.07793310068301093
1.7469129882810646,1.8246071649436704,0.11826150287973451
1.8495479572354334,1.884101221569054,0.015569377033448786
1.8285835181507357,2.036329616192546,0.031560731990453464
2.03135934998122,1.9830538006268799,0.1862851354215275
2.294013340242072,2.395274461443623,-0.06325479157029165
2.35792658628774,2.2821591379596367,0.14077611082944713
2.412838966228243,2.4824540296883355,-0.17533063905303012
2.4860064329371543,2.542451656651979,0.10223248065225704
3.046830702363926,2.9584380431269137,0.034613985887513014
2.868382086851745,2.9546828529804494,-0.02486617232891254
3.0644893180289268,3.0313573812044865,-0.04074907923124076
3.3850025372934205,3.3294844114951156,-0.0603148183510176
3.3903950452952274,3.404711106112082,-0.0027540878269521757
3.5005255964924493,3.570994583288065,0.09644526074094793
3.824187310451775,3.8609619674819213,0.011027963414957376
3.946752096658018,3.812711704282603,0.03368191112386966
4.190123709893478,4.275070775333156,0.03274976367605059
4.2652688610076535,4.29758965864347,0.15443493835094338
4.32226085865628,4.415964511340262,0.02087689201121501
4.7254203961949806,4.774951535180953,0.08699285239744683
5.085965965662438,5.01124448083067,0.00022189140745940247
5.068736996214401,5.09294839377661,-0.08702437686441188
4.926444241727013,5.044887159590957,-0.08813308347946794
5.43072763818192,5.372927948938607,0.10471850881501127
5.702473718018606,5.692277930751078,0.06191909573180321
5.841340386302878,5.84617093116859,0.01543324041944748
6.258024959145965,6.079453202164934,0.13125585226957392
6.4141694761235595,6.454390297079663,-0.11737315920068783
6.6723021050766125,6.642259535314586,0.08288671660986552
6.527874660987904,6.581764913057597,-0.08745650043434866
7.07485885998089,7.040904765385795,0.11440523623269308
7.2586148222997835,7.179419647664838,-0.04586419189697543
7.156057000581564,7.3059095943695205,-0.16034775432796178
7.664611715282895,7.787326772692026,0.1793416938625703
7.856785904198077,7.956690620842732,0.14070170861049963
8.184984805332526,8.224282599981835,0.06020550373296191
8.575414559090417,8.53112967352928,0.08215857064516283
8.631566174810779,8.759930651621657,-0.14268639377683834
8.913018624283978,8.959270803436297,-0.10588018487197694
9.451960331563312,9.479201506260186,-0.008237170463286082
9.669135374486265,9.638884462456268,-0.10755836327393514
9.882903796744642,9.763128302620904,-0.09019178146426463
10.113568827319757,10.192371565279918,-0.1331634902822708
10.460563953006055,10.157389100700994,0.14264666957489627
10.647325314405862,10.581831844988624,0.13920023316242983
11.003765763928197,11.011507609811392,0.012591030380228047
11.40636860997,11.487811471654299,-0.053573287930526535
11.833582592206827,11.669899956483828,-0.08765611456330669
11.64147477699566,11.814600722493486,0.06985801369338449
12.141371936711833,12.134142348782824,-0.011364842686334423
12.587215326738825,12.487319411145744,0.006458422249243759
12.534315070012275,12.68601342077858,-0.037267556897129815
13.093656691406526,13.133285700015024,0.12352549258544568
13.42102009406069,13.508779269455895,-0.07211593184838724
13.799824893739503,13.80410325650335,-0.18459126887927285
14.4180025245487,14.36022989085348,0.12007718536203768
14.440635488746072,14.515089653810756,-0.005873920033038127
14.778094649253054,14.795200879273947,0.068654810170622
15.096330258669209,15.000320165015683,-0.04513211403364998
15.551095991149337,15.513667932291412,-0.12164856778109068
15.77313538791449,15.838536011832183,-0.014223362769291505
16.17382492535861,16.02141213248334,0.004768924491396397
16.70755934541581,16.5919453674068,-0.024708202589863698
16.557059697659426,16.61712372304981,-0.07424700502186847
17.064890658822577,17.047872048683764,-0.08050229907341562
17.544994535095608,17.489941660702076,-0.34703588431909904
17.815187264209346,17.821692776946087,-0.016550713719880258
18.054209199097283,18.064333155067725,-0.008923630223227464
18.42618416984738,18.476435870770135,0.15831402848935222
18.66981394564824,18.73116328104095,-0.05694500891086195
19.231303037470845,19.099439355932848,0.12859802609923046
19.676372091301253,19.620078242538924,-0.11838438006384992
19.519718530160976,19.681070895406222,0.02709409812771437
19.885043739046267,20.019822323780648,0.03432403497855933
