Timestamp,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Orientation_X,Orientation_Y,Orientation_Z,Angular_Velocity_X,Angular_Velocity_Y,Angular_Velocity_Z
2024-03-06 14:26:21.199,1.8987928726743947e-05,-0.006711858213275188,-9.810476749824067,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.253,1.9005893200243218e-05,-0.006716141751218141,-9.810475259708019,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.307,1.900960933857474e-05,-0.006718738312993637,-9.81047833307237,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.360,1.901623177419316e-05,-0.006722584838753145,-9.810475445972525,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.416,1.895890749825868e-05,-0.006725309048103973,-9.810479078130392,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.468,1.9061194738740747e-05,-0.0067281556299611115,-9.810476842956321,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.518,1.913104943522519e-05,-0.006728051083550108,-9.810475352840271,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.573,1.9026520610153956e-05,-0.0067234284859984395,-9.81047833307237,0.00040758405057420087,5.9955060633804145e-06,-2.8619101303029784e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.626,1.91441342567184e-05,-0.006723893237768971,-9.810475352840271,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-4.366137202002376e-05,1.590141616862862e-06,-9.03328429926085e-09
2024-03-06 14:26:21.680,1.783492531103103e-05,-0.006665527600398024,-9.810478519336876,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.730,2.03734482710884e-05,-0.006598873601779291,-9.810475539104779,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.784,1.938206463192142e-05,-0.0067299952648070096,-9.810478146807862,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.838,1.916150951268203e-05,-0.006756958643677164,-9.810475352840271,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.889,1.9486414933138775e-05,-0.006767064902848508,-9.81047898499814,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.941,1.9241813983049276e-05,-0.006770020078367881,-9.810476842956321,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-0.0,0.0,-0.0
2024-03-06 14:26:21.994,1.9427253726683922e-05,-0.006772615730648718,-9.810475259708019,0.00040649251636391695,6.035259723551127e-06,-2.8822229574634922e-08,-0.0,0.0,-0.0
2024-03-06 14:26:22.048,1.945951058899847e-05,-0.006771333616028527,-9.810478146807862,0.0004053972811562595,6.074093787194201e-06,-2.9183753744780065e-08,-4.380941186828223e-05,1.5533551859420772e-06,-1.5355095216576913e-08
2024-03-06 14:26:22.100,1.81581446136559e-05,-0.006749130122928754,-9.81039768054124,0.0004053972811562595,6.074093787194201e-06,-2.9183753744780065e-08,-0.0,0.0,-0.0
2024-03-06 14:26:22.149,2.0922424398438407e-05,-0.006601792442987055,-9.810558519942235,0.0004053972811562595,6.074093787194201e-06,-2.9183753744780065e-08,-0.0,0.0,-0.0
2024-03-06 14:26:22.205,1.9412189333222907e-05,-0.006753831118919992,-9.810478239940117,0.004842251909892629,4.2772684173504976e-05,3.1234327824164515e-05,0.17747488836208916,0.0014739946278839405,0.0012444955873896248
2024-03-06 14:26:22.262,0.003650912122273908,0.12195555621564656,-9.850790535667617,0.002286933368732876,4.965565508354463e-06,9.822489691460278e-05,-0.10221347953055782,-0.0015029645205280248,0.0026786990919040717
2024-03-06 14:26:22.317,0.0270254057919603,-1.277754542361933,-9.772360792019963,-0.001588907319848198,-0.00017519211862622162,0.00014115052742964368,-0.15503414381077854,-0.00719379570348607,0.0017048568074555597
2024-03-06 14:26:22.371,0.03186750935083291,-0.164849571766259,-9.751091527467903,0.0024752841026241985,-0.0001459100931792943,0.0005979623098394091,0.16257060948958996,0.001193432569832415,0.01824114023274065
2024-03-06 14:26:22.427,0.11377093124649662,0.29431412606731017,-9.848695059974261,0.007207956645301574,-0.00015420396384444062,0.0017211257928280248,0.18931600291007267,-0.00012137663954698815,0.04490125862028668
2024-03-06 14:26:22.482,0.25988271911763594,-1.4305901718115446,-9.904801002568703,0.003699932528819091,-0.00016580740145070842,0.003463977279980146,-0.14031193428415265,3.534990752629105e-05,0.0697367102889086
2024-03-06 14:26:22.566,0.12692066499921129,-2.250240985525502,-9.761436471870859,-0.0005949959759108739,-0.0001880208336427287,0.005694697719833657,-0.17178287089290378,-0.00034664064289355464,0.08925934366486268
2024-03-06 14:26:22.620,0.10465792778117645,-0.46544854821369425,-9.672083153132125,0.0005407407958016009,0.0001290561941020661,0.008570368525626227,0.04548638902383491,0.012486421126819993,0.11501465193416106
2024-03-06 14:26:22.674,0.09986915864322606,0.8840853044871702,-9.781261720839565,0.0012231618577235248,0.00039684523532831407,0.011490322104496664,0.027342321785502402,0.010620418554937127,0.11679477531884047
2024-03-06 14:26:22.759,-0.06188329713787124,0.4868311896422965,-9.895635019356956,0.0014619828149529776,0.0005237710744274586,0.014487502104881604,0.009549511485514632,0.0051428409002077635,0.11989379209262656
2024-03-06 14:26:22.813,0.036726826949214406,0.19118430865600264,-9.880033876857043,0.001792363866274661,0.0006534585423318586,0.017685790047246124,0.01320838345986372,0.005225892730149634,0.1279459502971265
2024-03-06 14:26:22.866,0.07234688766562261,-0.019524682084323106,-9.752387928430192,0.002851881348766042,0.0008927564723832647,0.0213343017771948,0.04241978369252339,0.009239242696471755,0.14597076560044597
2024-03-06 14:26:22.952,0.1660547089413366,-0.3415742552184621,-9.746727350090543,0.0025929402630140864,0.0009107818064720875,0.02554805950762877,-0.010485056503576562,0.0013818303070706965,0.16858448618324748
2024-03-06 14:26:23.008,0.07294213227457484,-0.5483630813271578,-9.830335153874854,0.0018929841260548336,0.0009576561190216627,0.030110807746341145,-0.028108017938687762,0.002939217409286846,0.18255030370597516
2024-03-06 14:26:23.062,0.08818089572272665,-0.15520906735615578,-9.846676790918673,0.0017787554059403017,0.0010656902281096902,0.0350766158287772,-0.0046388986659885445,0.004816196168170488,0.1987255584946992
2024-03-06 14:26:23.115,0.09668029720248174,0.14186014940741692,-9.797575511339724,0.001973085188280744,0.0012149338655032026,0.040240591219217366,0.00774007995846984,0.0061092171105903495,0.20670266683592495
2024-03-06 14:26:23.172,0.1230164663644137,0.21814099255407635,-9.782567435027158,0.0025428087540529634,0.0013995641473279878,0.04515592562721411,0.022811407268348384,0.006972706685963406,0.19680415675380175
2024-03-06 14:26:23.228,0.22424309380687982,0.09688231924921434,-9.826424064908524,0.0026824774679860956,0.0015120254974163852,0.05005981088862633,0.005510050099469727,0.004780580074797263,0.19637413731043263
2024-03-06 14:26:23.284,0.23703934604860222,-0.15759838694937736,-9.835418591642428,0.0020976849490120216,0.0015104515902705745,0.0559085958524523,-0.023695874764964625,0.0016156249434890685,0.23424270043317913
2024-03-06 14:26:23.340,0.11278275388579774,-0.11569996164115329,-9.793298598883462,0.0021681230095880752,0.0015944592990442762,0.06230028178541438,0.00262247301965023,0.0037735773860214632,0.2561123561025436
2024-03-06 14:26:23.396,0.10189586999203137,0.2312808835282223,-9.786295519116269,0.002148333993320158,0.0016651852493469554,0.06939409855362734,-0.0010505805954049595,0.0035105386014404423,0.28436229319358414
2024-03-06 14:26:23.452,-0.01661552808606817,0.23047168430261697,-9.81169110127143,0.002458367730808359,0.0018867623926145834,0.07665082797100671,0.012485657464262556,0.008731244825909187,0.29104775585011683
2024-03-06 14:26:23.509,0.280095884020077,0.2811215156895832,-9.840862358097006,0.002424229097041796,0.0020561210310697173,0.0835171099203889,-0.001358343013750846,0.007566723032235026,0.2755173100898684
2024-03-06 14:26:23.562,0.40898136889277975,0.20792003810273302,-9.823599736202894,0.0028486219166489013,0.002332472152450031,0.09016162119195416,0.0172803611939435,0.010405188983491055,0.26679689079588853
2024-03-06 14:26:23.615,0.3181814632473936,0.05431681380592519,-9.801126737280317,0.002278812275963604,0.0022904403042053752,0.09778373887262368,-0.023489708360474176,0.0011362941661482483,0.30618529738921485
2024-03-06 14:26:23.674,0.16028628418026444,-0.02493957754045869,-9.775278346110884,0.0018023998405479566,0.0022145717996077414,0.1069184220202542,-0.020010120796779236,-0.0004218558577743936,0.36727438601630075
2024-03-06 14:26:23.727,-0.04697698636543816,0.3857115294127662,-9.811532869573517,0.001776576250153264,0.0023163909010300867,0.11678361769731661,-0.0014346462667982722,0.004955466036142855,0.39709107347470085
2024-03-06 14:26:23.783,0.09738629570538077,0.5160095143327627,-9.836067164652585,0.0020377823154131744,0.002617404217632769,0.12678255721757792,0.010826624599225454,0.011671913800726762,0.40296251143441714
2024-03-06 14:26:23.843,0.309836106152142,0.5788478638080499,-9.821961353607447,0.0018863753310557176,0.00278342783535348,0.136439850942023,-0.006152311446629272,0.008217042997363148,0.389653608228622
2024-03-06 14:26:23.899,0.44662554780682273,0.45523097162551285,-9.805980976573164,0.0022730567472387746,0.003205058293370878,0.14590371239921798,0.016523351358631096,0.015620316109619302,0.3823996662525034
