x,y,yaw
-0.02136851071346929,0.08517505541047252,1.6414090229535232
0.06009001971220636,0.21375140134622167,1.544698917351712
0.10897984089802717,0.19637778356525648,1.6786760546954789
0.14647701689108744,0.1755548526166577,1.6159380884317684
0.06508422385443452,-0.08192197429548173,1.574358863986875
-0.04524517851129259,-0.2910764477705925,1.5571315305864648
-0.16137197536835127,-0.12750937303800494,1.7397644353456432
-0.07304090677408351,-0.027978598952371043,1.61294451774015
0.06531057238166312,0.1343061073476844,1.5731059611299612
0.1166707846222496,0.1554046540962721,1.4972043845208958
-0.04361357216133105,-0.13978792610968838,1.458956233912249
-0.16571670031386193,-0.2212387723539363,1.6291177942287443
-0.004897872813531374,0.15613469661664123,1.6008727900290296
-0.08549625315867394,-0.11060657287968537,1.6008787391694639
0.011232219625138533,0.0246629103102989,1.5659561640062944
0.1352901999107973,0.1723991109706901,1.5456980544033827
-0.029849265506716925,-0.19048454068118423,1.5590275725389175
0.0897708405834347,0.04714040516520279,1.549180065464693
0.054724496751803874,-0.08431995516829488,1.5223078122199443
0.029275047418826732,-0.14060509103739793,1.6556264021728864
-0.0940348076990596,0.03084812227142006,1.5488240242243707
0.1155449973856206,0.2891704444741835,1.5243062542197934
0.09805591108240888,0.04054193544965641,1.4767675057276266
-0.11967120225661164,-0.2059294706707489,1.5842573711725312
-0.0346684693318345,-0.02840816912648181,1.6567538838469178
-0.039970796904868336,-0.038200005796307605,1.5228018079342904
0.010553512711048499,0.17733067885661136,1.5873946814037234
-0.23418648995444333,-0.24793263267283497,1.5790952554909927
-0.07865860580208789,-0.047729087733096615,1.4643332636650739
0.0506153162922342,0.17033358359779577,1.6871756119786034
-0.16781917874628574,-0.20558208121074362,1.6018870200975228
-0.23921357020615494,-0.11467091311597376,1.723210925649182
-0.4003482185712584,-0.4999704852675217,1.6210683792734726
-0.3209631714769808,-0.3250834735531076,1.5124306488326957
-0.4993405137314082,-0.4325947061775812,1.4662843519165085
-0.3726460466326537,-0.3293098803014222,1.4725790011414341
-0.45662829358239093,-0.5906995191231166,1.6423975062013152
-0.6628543091516335,-0.44726123631601017,1.4879293424618665
-0.6297606446706661,-0.6276292997611866,1.5579145456853407
-0.6451847214923834,-0.6072908772708885,1.4761283405588423
-0.6323357949543043,-0.701939604145072,1.6405038116165798
-0.7328578917930388,-0.6270061532230554,1.6105213024267326
-0.8753230158321247,-0.9781169947556038,1.7145193964909753
-1.1349867258902,-1.316939003250727,1.7046269842409991
-1.1013904625761521,-1.0777215922705086,1.641205945671202
-1.3510114200340602,-1.3634363797838245,1.6775288903945027
-1.3559970015883154,-1.4648971275695886,1.557616083873202
-1.5636454012763445,-1.5932116870668613,1.527197598937418
-1.5045133996021585,-1.633577441470498,1.562549757357683
-1.5452098682072402,-1.628116196050413,1.4877364654329002
-1.698123801253817,-1.7454077899650553,1.5921394270045168
-1.9215070507732595,-1.8485823956800234,1.4715810785590977
-2.137320516775395,-1.984054922351216,1.4062705485950682
-2.3240500523480714,-2.2131385538050075,1.6203811997069155
-2.365310122979852,-2.264140065963303,1.714952770250454
-2.464764807920948,-2.383481961694102,1.5058196558768775
-2.4163116619160605,-2.427571134201711,1.6587784053253791
-2.8769308347680775,-2.9346737697811114,1.5012549249173068
-2.941780705595317,-3.066256489711855,1.6536412440843498
-3.1087061644414105,-3.0998155257583604,1.465352009220237
-3.084402942091709,-2.944932406580181,1.6017448917672166
-3.4687684888345953,-3.575145636732371,1.4735616158865896
-3.6309081623149866,-3.61713329620202,1.6074716025922207
-3.873259530490738,-3.849491792827784,1.5823814391193358
-3.8442660870869076,-3.8732604783638225,1.6192157589355751
-4.1169004359107175,-4.170154182769981,1.545472429076853
-4.2542089343933425,-4.337528291746091,1.5319664523352865
-4.487475507874755,-4.321726847261906,1.7151233825503558
-4.737229320300533,-4.803369716507733,1.5428512517446262
-4.860279270390398,-4.880066130359151,1.5683004724469471
-5.036400502776738,-5.012336205988462,1.5078535477401194
-5.372644356751383,-5.30722246196541,1.564770777261418
-5.413696290369849,-5.5812305702723926,1.738007984419551
-5.661036825171744,-5.70201477120154,1.680865499848678
-5.777789213215072,-5.6152390231142,1.578225522734656
-6.2584287556913,-6.4107507786681115,1.5086229812499947
-6.094600220562469,-5.947319902126981,1.6368192656796265
-6.621810129524035,-6.555444119297525,1.5922833902943245
-6.546768467331488,-6.524912129285275,1.5440642415867976
-7.187050528502465,-7.157376692114408,1.3721735609315788
-7.0704753540354774,-7.053930896782909,1.5503107621631533
-7.476246779561196,-7.608032425073271,1.5388657434190456
-7.741311748470875,-7.591152144552463,1.6673536003591494
-7.846397498923933,-7.991964576256805,1.5874607206491522
-8.165738882835834,-8.138733786503293,1.4673592546777008
-8.624936989522157,-8.820578558134722,1.5045407917165339
-8.811490538229918,-8.836193001014129,1.570157894327462
-9.070387887224385,-9.092525299411017,1.5815425932821126
-9.229771909832232,-9.13197358303478,1.579102114407288
-9.389723750471425,-9.494138636410353,1.6516739704677967
-9.929795163543755,-10.022317434325036,1.6704898926413423
-10.231601897925398,-10.306316259087986,1.6582972668383764
-10.296338461826831,-10.247574300710685,1.4880705897436062
-10.702936399655167,-10.892881101429557,1.5170242261023912
-10.707183555240288,-10.795688964468415,1.354480084942272
-11.096979761343214,-10.912590520849689,1.5176771235885849
-11.419147879999587,-11.380646813634298,1.6209388858609992
-11.862429076653644,-11.960743127095672,1.5473031942490063
-12.31991096932927,-12.357330423700404,1.557508127935335
-12.447632473843733,-12.554446790279002,1.7216842640829537
-12.973947384511305,-13.090541713378663,1.596204454363323
-13.245375748002951,-13.277120011310627,1.5586658783345637
